Text_Final;Organisation;Environnement;Communication;Technique
J'ai trouvé le service maternité très attentif, je suis venue pour un accouchement;0;0;0;1
tout le séjour et la disponibilité du personnel;0;0;0;1
La gentillesse et le professionnalisme des médecins et sages-femmes.;0;0;1;0
Les temps d'attente en imagerie sans aucun espace d'intimité vis à vis du personnel hospitalier (ASH- brancardier ..)<LF>en face du bureau, de la fontaine à eau. l'ensemble des personnels évoluant dans cet espace se comporte comme si il n'y avait pas de patients autour. cela donne une impression d'inactivité et de manque de professionnalisme, alors que lorsqu'il nous prenne en charge leur attitude est tout à fait correct.<LF>Idem pour le bureau d'accueil pour les admissions, de très nombreux box non ouverts et ceux qui sont ouverts sont tout au fond et peu visibles des personnes qui attendent. Personnel peu souriant;1;0;0;0
beaucoup d'attente pour avoir rdv avec le médecin;0;1;0;0
Que du bien et surtout un sécurité au niveau medical;0;0;1;1
4 heure d'attente au bloc opératoire. Arrivée 7h30, 8h00 au bloc, passage 12H00 pour une biopsie de 15 mn !;0;0;1;0
Explications et amabilité du personnel;0;0;0;1
trop d'attente avant le RDV, chaque rendez vous prends presque 2h sur place. <LF>Et trop de délai entre les différents RDV car pas assez de personnel. <LF><LF>Une journée d'opération prévue à une date fixée après 2 mois d'attente qui au dernier moment est déja complete ce qui repousse à encore 2 mois d'attente supplémentaire. Lorsque vous êtes suivie en PMA, 2 cycles d'attente supplémentaire imposés au dernier moment, c'est trés long.;0;0;1;0
Les aides-soignantes: je n'en ai pas vu une seule qui fasse son travail correctement. C'était moi qui déplaà§ais les chaises pour qu'elle nettoie autour des pieds ! Serpillière à  peine passée sous les lits. Plateaux mal nettoyés.Lorsque les infirmiers avaient été appelés d'urgence ailleurs, c'est moi qui désinfectais la salle de bain pour ma voisine de chambre (certainement pas l'aide-soignante). Egalement: manque de matériel: des draps à  la place des serviettes pour la toilette, pas de taies d'oreiller un soir (une alèse en faisait office), etc.;0;0;0;1
les compétences du médecin, son écoute et sa disponibilité;0;1;0;0
Le personnel est agréable et les sage femmes aussi;0;1;0;0
Tout est mis en oeuvre afin d'établir un diagnostic<SEP> les investigations sont multiples et approfondies.;0;0;1;1
infirmière du 6eme très gentilles et a l’écoute des patients;0;0;0;1
Je trouve le Neurochirurgien qui m'a opéré est très compétent <LF>Le personnel qui s'est occupé de moi est très professionnel;0;0;1;0
La signalétique s'est améliorée mais reste perfectible.;0;1;0;0
- Manque d'hygiène considérable dans les chambres (même après le passage de l'employée de service)<LF><LF>- Manque d'informations et de prises en charge lors de l'hospitalisation <LF><LF>- Les repas ne sont pas du tout adaptés ! <LF><LF>- Absence de confo;1;0;0;0
félicitations personel est à l'écoute disponible;0;0;1;0
Ce sont des spécialistes à l'écoute;0;0;0;1
bON ACCEUIL DU PERSONNEL ADMINISTRATIF<LF>SATISFACTION  POUR LE PERSONNEL INFIRMIER ET AIDE SOIGNANT;0;0;1;0
La vétusté des chambres (fenàªtres couvertes de traces de gros scotch marron qui a du servir à  les calfeutrer à  une époque, joints de fenàªtres très sales, stores très dégradés impossible de les fermer pour avoir un peu d'obscurité...).;1;0;1;1
Qualité du rv avec le pédiatre qui a pris le temps nécessaire avec mon enfant;1;0;0;0
le manque d'information avec mes spécialistes exerçant dans l'enceinte de l'hôpital mais dans d'autres pavillons<LF>le manque d'information apportée<LF>la mauvaise coordination de l'équipe médical : la famille présente a éviter une erreur d'une infirmière dans l'administration d'un médicament<LF>le fait que je ressorte de l'hôpital avec des escarres et que je suis trop faible pour marcher plus de 3 pas. Or qu'à mon arrivée je n'avais aucun escarre et que je marchais plus;0;0;1;0
Le rendez vous avec le medecin;1;0;0;1
une secretaire du service diabeto au 5ème<LF>nous a très mal accueilli le jour de notre admission. elle a été agressive, désagréable et manquait de écoute. sa place est ailleurs.;0;0;1;1
La qualité du médecin et de son service mais il existe unsurmenage évident du au manque de personnel;0;1;0;0
Sortie via les admissions pas simple - trop de monde - deux heures pour un document ..... X;0;0;0;1
Personnel médical aimable;1;1;0;0
Pas possible d'obtenir une prescription médicale de transport dans ce service alors que je suis en ALD;1;0;0;0
Compétence du personnel Soignant .<LF>Echange avec le patient par internet .;0;1;0;0
prévoir deux chaises en plus ou proposer les chaises du bureaux inutilisée momentanément (si problème de sécurisation du passage;1;0;0;0
Tout. L'accueil, et toutes les prestations médicales.;0;0;1;1
Attente un peu longue et grande difficulté pour se garer.;0;0;1;0
Le délai pour les prises de rdv sont assez longs mais le rdv était très bien. Ca vaut le coup d'attendre;1;0;1;0
plus de moyen pour l hopital;1;0;0;0
attente aux caisses après consultation<LF>facilité de prise de RDV sur place<LF>grande difficultés prendre les RDV par tel;0;0;0;1
gentillesse du personnel, soins de très grande qualité sauf gestion de désunion de cicatrice;0;1;0;0
tout est positif avant et après rien a dire je suis contente de la rapidité et l'amabilité du personnel et surtout du médecin bravo;0;0;0;1
Du côté administratif les secrétaires ne donnaient pas les mêmes inforlations à l'accueil.;0;0;1;0
LA PRISE DE RDV DIRECTE ET RAPIDE POUR L INTERVENTION A VENIR;0;0;0;1
Inverser négatif et positif;0;0;0;1
les lits sont trop incomfortable;0;0;1;0
J'ai constaté que les deux infirmiers chargés de me faire l'examen E.F.R, sont compétents et professionnels.;0;0;1;0
tout l'aspect purement médical;0;0;1;1
Hospitalisation sans problème;0;1;0;0
que le systême médical français serve de model dans le monde entier !..;0;0;1;0
L'idée de mettre une ou un jeune pour orienter et facilité l'accès aux services concernés est une bonne idée. MERCI;0;0;0;1
La gentillesse de tout le monde;0;0;0;1
Suivie depuis 4 ans en neurochirurgie je suis toujours très satisfaite de l'accueil qui m'est réservé lors de mes séjours à la Pitié Salpêtrière tant au niveau du personnel hospitalier que de la part du médecin qui me suit.;0;0;0;1
faciliter le passage pour déposer ou stationnement en cas d'  utilisation moyen transport personnel pour les patients retraités ayant des lourdes pathologies<LF>Merci;0;0;1;1
Excellent accueil et prise en charge. Beaucoup d'humanité de la part du personnel, ce que l'on voudrait retrouver dans certains services ou hôpitaux dont je ne citerai pas le nom...;0;0;1;0
LE RETOUR A MON DOMICILE;1;0;0;0
POSITIF;1;0;0;0
dans la prise en compte de la douleur, il y a des progrès qui peuvent être fait dans l'avenir à  mon avis.;0;1;0;0
Personnel sérieux et compétent tant au niveau des infirmiers, anasthésistes que chirurgien.;0;1;0;0
Je n'ai eu aucun problèmes et ai été très satisfait;0;0;1;0
Le mélange des rdvs privés avec les rdv publics.;0;0;1;0
le délais entre l'opération et la sortie a été un peu court et pas de bulletin de transport pour l'ambulance.......;0;0;1;0
N'ayant pas pu avoir de chambre particulière les soins prodigués à mon compagnon de chambre (la nuit)m'ont quelque fois dérangé.;1;0;0;0
Chambre vétuste;1;0;0;0
Rien de négatif<LF>je suis satisfaite d'avoir été dirigée vers cet hôpital <LF><LF>je tiens à vous signaler que j'ai déjà répondu 2 fois à ce questionnaire<LF>peut-être que je m'y prends mal pour vous le faire parvenir???;0;0;1;1
Un accueil et une écoute de grande qualité...<LF>le sentiment que la dictature de l'urgence n'est pas une entrave au bon déroulement de la consultation.;0;0;0;1
ecoute du médecin. amabilitè de l'accueil;0;0;1;0
Trop longue attente pour le rendez-vous par téléphone,  c'est plus rapide par internet ????;1;0;0;0
si ce n'est le temps entre le souhait de consultation et le RDV (qu'on comprend également);0;0;1;0
Le grand professionnalisme et l'accueil du personnel soignant;0;0;1;0
Très bon praticien;0;0;1;1
Bon accueil de l'ensemble du personnel;0;0;1;1
la non communication entre services, voire entre des spécialistes et m'avoir fait déplacé pour me dire qu'il fallait que j'aille voir quelqu'un d'autre sans m'avoir pris de rdv, sans m'en avoir informé. Au final 2 heures de trajet, 40 minutes d'attente pour passer à peine 3 minutes dans le bureau du spécialiste et au bout d'une semaine, toujours pas de mail de ce dernier pour programmer un rdv avec le spécialiste conseillé.;1;0;0;0
personnel médical et infirmier;0;0;0;1
La prise en charge très rapide, le passage régulier des médecins, internes, infirmières, etc. Pour vérifier l’etat De santé des patients et l’explication De la suite des événements;0;0;1;1
Facilité d’accès par les transports en commun, gentillesse et compétence de l'équipe médicale, simplicité des mesures administratives;0;0;1;1
Excellent accueil, soins et prise en charge parfaites. Personnel disponible et souriant. Et le travail du chirurgien etait parfait aussi. <LF>La chambre simple etait tout aussi parfaite, pour le calme et l'environnement.;0;0;1;1
Une certaine lenteur pour les questions administratives. Et unmanque de personnel flagrant;0;1;0;0
Il douleur;0;0;0;1
Médecin anesthésiste plutot professionnel et à l'écoute.;0;0;1;0
La technicité de l'ensemble du personnel soignant et sa gentillesse;0;1;0;0
j ai obtenu exactement les réponses et les actes que je souhaitais recevoir de la part du professeur, un grand professionnalisme;0;0;0;1
à mon arrivée en orthopédie il n'y avait pas de chambres disponibles, j'ai du avec mes cannes anglaises et mon sac marcher sur presque 500m pour me rendre au batiment gynécologie qui nous accueillait pour une nuit, alors que ma hanche ne me portait presque plus.Je n'ai pas du tout apprécié.;1;0;0;0
Rien;0;0;1;0
Le serieux du medecin lors de ma consultation et les reponses apportes.;0;0;1;1
PAS D AUTRE CHOIX QU'UNE CHAMBRE DOUBLE (TROP PEU D'INTIMITE);1;0;0;0
équipes médicales compétentes et attentionnées;1;0;1;0
un peu derouté lors de la preparation du dossier au service ADMISSION.Le circuit un peu nebeuleux pour un novice.Mais au final on trouve quand meme.;1;1;0;0
aucun problème;0;0;1;0
Une bonne prise en charge de ma maladie.L'amabilité des infirmières et infirmiers. Et une bonne écoute aussi bien du médecin que du docteur.;0;0;1;0
une fois le probléme réglé une très longue attente pour savoir ce que vous allez faire(sortie ou dirigé dans un service);0;0;1;0
une attente sans explication de 50 mn, en étant le tout 1er patient. Et aucune excuse de la part du praticien;0;1;0;0
Salle d'attente avec les aquariums et la tele, permet de passer le temps d'être appele;0;0;0;1
Le séjour;0;0;1;0
Le manque d'explications sur la nature et le fonctionnement de la pathologie.;0;0;0;1
Le suivi de maternité mensuel avec ma sage-femme, elle n'était pas très sympathique, avait l'air de s'en foutre un peu et faisait beaucoup de réflexions désagréables. Je n'étais pas du tout à l'aise avec elle, si j'avais su, j'aurais changé.<LF>Le nombre de fois où on vient vous voir dans votre chambre après l'accouchement, la plupart du temps c'était utile mais quelque fois vraiment pas malheureusement et quand on est épuisé, c'est un peu agaçant.;0;0;0;1
Des choses accessoires comme les repas ou le fait que le matelas à langer était attenant à une fenêtre mal isolée et donc au froid .. Mais qui ne m'empêchent pas de vivement  recommander votre maternité.;1;0;0;0
POISSON POURRI QUE L'ON M'A SERVI ET LES ELEVES QUI M'ONT FAIT DES PIQURES ET DES PERFUSIONS NON REUSSIES ET M'ONT FAIT TRES MAL. NODULES ET BLEUS. LA MAIN ENFLEE;0;0;1;0
accueil des personnels toujours prévenants<LF>soins réguliers et contrôlés qui encouragent une amélioration, malgré les effets dévastateurs du traitement;1;0;1;0
Attendre 4 mois pour proposer une IRM alors que les douleurs sont importantes et que la pathologie entraîne la paralysie (métastase au niveau de la moelle épinière) me semble trop long.;0;0;1;0
rien de spécial que du positif;1;1;0;0
Les personnes rencontrees semblent très à la pointe de leur domaine.;0;0;1;0
Personnel tres à l'écoute, et qui prend le temps nécessaire pour un bon suivi;0;0;1;0
Communication entre les différents corps médicaux ?<LF>J'ai attendu 1 demi journée que l'on me déperfuse pour ma sortie, après avoir sollicité plusieurs personnes (interne, aide soignante infirmière)<LF>Certaines infirmières par contre ne sont pas du tout aimables ou humaines ...<LF>Et le personnel administratif ...;1;0;0;0
L'attention du médecin vis à vis de mon état.;0;0;1;0
trop da attente aux services des admissions et des sorties pas assez de personnels  plus d 1 heure d attente c est trop long<LF> et amélioré un peu les repas c est vraiment pas bon j ai perdu 5 kg en une semaine moi qui n arrive pas a maigrir en temps normal bon je suis contente c est toujours 5 kilos de moins mais vraiment quand vous voyez les soupes et que vous soulevez les barquettes vous avez juste envie de refermer la barquette;0;0;1;0
Le respect par rapport aux patients, l'écoute du personnel médical et paramédical.;0;0;1;0
LES PERSONNES SONT A NOTRE ECOUTE;1;0;0;1
Je viens depuis 50 ans, et les conditions de prise de rendez-vous, d'attente et de confort ne s'améliorent pas.;0;1;0;0
Bon suivie;0;0;1;1
Accueil bien,medecin bien,infermiere faible pas à l écoute au service chirurgie , infirmière génial au service Antonin Gosset bravo pour elles;0;0;1;0
Rien tout était très bien;0;0;1;0
l'attente très longue et la prise en charge administrative très inefficace;0;1;0;0
La difficulté à  trouver le lieu de consultation, la secrétaire qui m'avait oublié sur la liste.;1;0;1;0
pour l'instant, je n'en suis qu'à la consultation. mais j'apprécie déjà le professionnalisme du médecin ainsi que celui de son assistante.;1;0;0;0
Délai pour avoir un rendez-vous;0;1;0;0
L'écoute du du médecin.;0;0;1;1
Problème d'information à l'accueil : j'ai été informée que mon médecin était à un congrès après 2 heures d'attente.<LF><LF>étroitesse des box de consultation<LF><LF>Toilettes sales, sans savon<LF><LF>pas de machine à café ou de magazines;0;0;1;0
Il faut faire une queue d'une heure aux admissions avant de pouvoir rentrer dans le hall<LF>Que ce soit les médecins ou que ce soit des infirmières, il faut presque toujours réclamer le résultat de leurs analyses : tension, poul ,réflexes, analyses de sang et autres.....Un patient est toujours impatient d'avoir des informations sur son état de santé!.<LF>On m'a volé mon rasoir électrique pendant j'étais soigné dans un autre bâtiment;0;1;0;0
mauvais passage aux urgences . Trop long d'attente<LF><LF>repas: choix des menus inapproprié;1;0;0;0
La difficulté de se retrouver dans cet hopital.;0;0;0;1
Le dévouement des infirmières notamment en réanimation et en chirurgie. Ainsi que l'attention des chirurgiens.;0;0;1;1
Simplicité, amabilité;1;0;0;0
Ne pas pouvoir avoir une chambre individuel. Le bruit ainsi que les hautes voies des équipes .;0;0;1;0
Une première demande de consultation a été faite sur place à l'hôpital.<LF>Lorsque je me suis rendue à l'hôpital, j'ai été reçue par un médecin qui ne correspondait pas à la spécialité demandée, d'où une attente de 3 mois n'ayant servi à rien.<LF>Nouveau rdv,immédiatementen sortant de cette première consultation,rdv donné 3 mois plus tard cette fois ci pour le bon service, c'est pour cette seconde consultation que le questionnaire ci-dessus a été rempli.;0;1;1;0
j'ai apprécié l'accueil du sevice tant médical que para médical.;0;0;1;1
Le professionnalisme et l'écoute du chirurgien qui m'a opéré. Le Professionnalisme de certaines infirmières et aide soignantes.;0;0;1;0
A l'accueil le scanner pour les convocations ne marche jamais;0;1;1;0
La gentillesse du médecin et des personnels soignants;1;0;1;0
Toute l'équipe médicale et soignante étaient au petit soin pour mon mari(efficiente, professionnelle, réactive, gentille et de bonne humeur)<SEP> malgré des locaux vétustes (vieux matériel, chambre mal isolée tant au niveau thermique que phonique). Sol sale malgré nettoyage quotidien, fauteuil déchiré, wc avec des traces trés, trés sales qui ne partent pas, bien que j'ai acheté du viakal à mes frais, poire de douche cassée, etc...);0;0;1;1
la bienveillance et la compétence du médecin et de son équipe.;0;0;1;1
Qualité de la prise en charge médicale, gentillesse et disponibilité du médecin<LF>Aucune attente, mon enfant de deux mois étant passé en priorité;0;0;1;0
Aucune confidentialité pour une hospitalisation en chambre double pendant l'examen médicalou infirmoier, même pas un paravent entre les lits, je connais toute l'intimité de mon voisin de chambre et lui la mienne .<LF>pas d'aération dans la chambre,il faut ouvrir la fenêtre même quand il fait froid la nuit;1;0;0;0
pour info je ne recois pas les mails de confirmation de rendez vous <LF> ( je suis toujours en traitement);0;0;1;0
Personnel aimable et attentif, très prévenant et gentil avec les bébés. Ils semblent de plus pour le plupart compétents. Possibilité de demander des informations et services (comme faire chauffer l'eau du biberon)sans avoir l'impression de déranger.;0;0;0;1
Le service très professionnel du brancardiers au professeur rien n'a dire en vous remerciant;0;0;1;0
Excellente équipe médicale, contact et empathie de tout le personnel, sentiment de sécurite et d'avoir été entendue. Merci;0;1;0;0
Quand on appelle les attentes sont un peu longues sinon rien à dire le service est bien;0;0;1;1
Très bien reçue par le médecin, et bien renseignée par rapport à mon problème médical.;0;0;0;1
la possibilité d un traitement ,mais dont le délai est long a mettre en place;0;0;1;0
risque éventuel d'apnée du sommeil qui s'est avéré positif lors du contrôle.<LF>Mise en place immédiate d'un dispositif avant l'intervention chirurgicale.<LF>BRAVO;0;0;0;1
L'inconfort de la chambre, impossible d'ouvrir la fenêtre, une chaleur insupportable.<LF>Pas de renouvellement d'air.<LF>Pas de proposition de boison fraîche.<LF>Personnels débordé, manque d'effectif et nous malade nous le ressentons fortement.<LF>J'ai vu le personnel courir partout pour répondre au mieux à nos demandes, mais avec peu de personnels on ne peux pas répondre au mieux à plusieurs malades.<LF>Parking inaccessible pour des visiteurs avec un handicape stationnement debout pénible, refus de rentrée dans l'établissement pour se garé, une honte et une souffrance physique pour mon visiteur(carte montré à l'entrée).<LF>Les ascenseurs trop long et qui ne fonctionne pas(secteur carolie).;1;0;0;0
La PEC médicale ++++ les médecins sont carré précis à l'écoute tout comme les sage femmes. Tres rassurant.;0;0;1;1
Att;1;0;0;0
Médecin a l'écoute;0;0;1;0
Aucun sauf  la maladie elle même;0;1;0;0
Le laps de temps entre l'arrivée et la sortie. Plus de deux heures et demie.;0;0;0;1
Une bonne prise en charge des patients et un bon soutien moral et psychologique.;0;1;0;0
Attente Cafeteria <LF>Manque de prises pour recharger les téléphones;0;0;1;1
pas assez de personnel !!<LF><LF>malheureusement   ce questionnaire  ne pose pas toutes les bonnes questions !!! ou le sposent tres mal <LF>beaucoup  d'ambiguité  possible dans les réponses ! <LF><LF>signe le patient également médecin;0;0;1;1
la nourriture dont la commande n'était pas en rapport avec le plat servi.<LF>Il faut dire que j'avais un mot d'excuse de la cuisine.<LF>Je n'étais pas chanceux car je suis rentré un dimanche soir.;0;0;1;1
rien !;0;0;1;1
Chambre à deux trop petite. Cabinet de toilette exigüe. Chambre bruyante;0;0;1;0
Que dans le ensemble le personnel est assez professionnel, <LF>Certaines personnes brassent du vent ce s<LF>ont les plus désagréables <LF> mais la plupart sont formidables et font leur travail avec professionnalisme et beaucoup de gentillesse .;0;1;0;0
Une meilleure information sur les problèmes neurologiques sans doute et les traitements à suivre en conséquence.;0;0;1;0
Amabilité du personnel médical et non médical<LF>Explications claires<LF> Prise en charge adaptée;0;0;1;1
soins attentifs en général avant et après l'hospitalisation;0;0;1;1
la gentilesse & la disponibilité du personnel;1;0;0;0
la vétusté des chambres<LF>inconfortable<LF>les (personnes)qui squattent tous les jours au rdc avec leurs sacs poubelles ,couvertures enfants hommes femmes me dérange au plus au point. Odeur nauséabonde .;0;0;1;1
personnel agreable et a l ecoute<LF>tres disponible;1;0;1;0
Qualité de l'accueil humain.;0;0;1;1
le professionnalisme et l'extreme gentillesse du personnel soignant.;0;0;0;1
Au cours du séjour, rien.<LF>Avant, le temps trop long pour avoir un rendez vous.<LF>Le temps trop long pour contacter quelqu'un au téléphone.;1;0;0;0
hospitalisé en cardio pour pose de sten  les chambre grande est propre le personnel serviable et dévoué les docteurs du service aussi<LF>;0;1;0;0
La contrainte de refaire la queue pour avoir un nouveau rendez vous (la pertinence serait que le médecin soit attaché directement à une assistante médicale qui delivre une nouvelle <QT>convocation RDV<QT> à chaque fin de consultation sans nécessité de refaire la queue avec les personnes en attente de consultation).<LF>La prise de tension est quelque peu biaisée lorsque le personnel infirmier ne respecte pas strictement le protocole médical (repos 3 min, prise de tension espacee pendant un laps de temps prédéfini sans aller/venue dans la salle dédiée à cette mesure).;0;0;1;0
Qualité de l'accueil/disponibilité du personnel hospitalier;0;0;1;0
belle Equipe de PROFESSIONNES;0;0;1;0
Secrétariat en panne d'informatique avec relance / message à faire plusieurs fois et délais;0;0;1;1
seulement trop de bruit du personnel dans les couloirs, manque total de calme;0;1;0;0
Le personnel dans le service d'hospitalisation gentil, agréable disponible à l'écoute que ce soit de l'IDE, AS, ASH et bien sûr médecin;0;0;1;0
La disponibilité et la bienveillance de chacun, à tous les niveaux et ce, malgré l'évidence de la charge de travail. Encore merci pour cela.;0;0;0;1
Disponibilité des médecins et infirmiers;0;1;0;0
médecins très compétents. personnels très attentionnés et compétents;0;0;1;1
la biopsie n'a pas permis d'obtenir l'echantillon souhaité, il faut recommencer<LF>mais surtout le jeudi matin j'ai du attendre jusqu'à  midi pour une echographie de contrôle et donc rester strictement allongé (en particulier sans pouvoir aller aux toilettes) bien au delà  des 24h prévues;0;0;1;0
;0;0;1;0
la gentillesse des agents de laboratoire;0;0;0;1
Sortie catastrophique, non annoncée la veille et que ma compagne a du organiser en catastrophe. Pas d'ordonnance pour les soins infirmiers, pas de protocole pour l'HAD, ordonnance pour les antidouleurs sans aucun des médicaments utilisés à l'hôpital pour soulager les douleurs intenses d'une très grosse opération de reconstruction. L'interne ne m'a rien expliqué et ma compagne a du se débrouiller seule avec l'aide du personnel soignant extérieur à l'hôpital.;0;1;1;0
Les repas pas toujours adaptés à mon régime alimentaire particulier .;0;1;0;0
Le chirurgien est retourné me voir après l'opération et était très disponible et s'est mis à ma porté pour m'expliquer l'opération que j'avais subi;0;0;1;0
Je suis suivie dans le même service depuis plusieurs années et j'ai toute confiance. Même si j'habite très loin, je préfère venir ici.;1;0;0;0
Le personnel est très bien un bone accueil qui rassure merci;0;0;1;1
Excellence médicale (chirurgie, diagnostique).;0;0;1;0
La peinture à été refaite , c plus agréable c moins gloque. Problème de chauffage l hiver , c glaciale le couloir de la neuro bâtiment castaigne.j’apprécie les secrétaire malgres leurs air méchant( pour se blinder face au malade exigent et parfois chiant)elle ont un cœur et ça ce ressent, les trois femme sont très bien deux antillaise et une maghrébine. et un nouveau homme environ 50 ans très très gentille;0;0;1;1
La vétusté de la chambre : mauvaise isolation des fenêtres,température trop faible. Et ne pas pouvoir se garer à l'intérieur ce qui occasionne des couts importants de stationnement plusieurs jours d'affilée (24 euros par jour !).;0;1;0;0
Bon accueil et bonne écoute du médecin traitant;0;1;0;0
Il s'agit d'une consultation;0;1;0;0
Une équipe humaine et professionnelle. Établissement de grande qualité.;1;0;0;0
L'écoute du médecin, la patiente, gentillesse. Il a répondu a toutes nos questions;0;1;1;0
le sérieux des soins et la disponibilité des soignants;0;1;0;0
Salle d'attente un peu lugubre;1;1;0;0
batiment un peu vetuste qui donne mauvais moral quand on arrive, pas de papier dans les toilettes,;0;0;0;1
-repas infâme<LF>-vol dans ma chambre de ma tablette;0;0;1;0
- De nombreux messages de rappel du RDV<LF>- la constitution du dossier administratif en ligne<LF>- le médecin a pris le temps pour une véritable consultation;0;0;1;0
Excellent accueil le jour de l'admission.<LF>Aide soignant et infirmier attentifs en particulier le personnel de nuit très chaleureux et positif.<LF>Chambre calme fenêtre fermée (sinon bruit des aérothermes).<LF>Absence de bruit dans le couloir des chambres.<LF>Pas de gênes sonores des chambres voisines.;1;0;0;0
Je ne sais pas exactement de quelle consultation  il s'agissait,sachant que j'ai été deux fois en consultation dans le meme batiment et j'ai vu deux médecins différents pour un meme pathologie.;0;0;0;1
La salle d'attente n'était pas indiquée (ou je n'ai pas vu l'indication...) J'ai attendu à un autre endroit...;0;0;1;0
L'absolu manque d'écoute, de prise en compte des symptômes que je devrais par le médecin. L'impression de lui faire perdre son temps. Elle a prescrit un traitement qui n'est plus fourni par les labos depuis plus de 3 mois et elle s'est fâchée quand<LF> la pharmacienne l'a appelé devant moi pourlui demandait un substitutif au traitement indisponible au motif qu' elle n était pas un laboratoire et que je n avais qu'à revenir consultation ou aller voir mon médecin traitant !!;0;0;0;1
Tout était bieb;0;0;1;1
Plus d'une heure d'attente sans aucune explication <LF>La pauvre secrétaire a tenté de s'excuser en me disant que le médecin en question n'était jamais à l'heure même en début de matinée, qu'il  n'arrivait jamais à l'heure mais qu'il  était bon chirurgien <LF>Une honte que le comportement de ce medecin;0;1;0;0
Temps d'attente pour la consultation;0;0;1;0
prise en charge très professionnelle, pas de perte du temps pour le patient, ressentie d’être une personne;0;0;1;1
La gentillesse des personnels d'accueil <SEP> la disponibilité du médecin <SEP> la clarté de ses explications.<LF>J'aime beaucoup aussi qu'un SMS me soit envoyé la veille, en rappel. C'est une très bonne idée.;0;0;1;1
Un excellent médecin. De bons professionnels.;0;0;0;1
Un bilan global sur l'état de santé et un traitement adéquat pour chacune des pathologies.;0;0;0;1
Pas de chambre seule, et pas de solution quand à mon mal-être et ma sensation d'oppression dans une chambre double où l'hôpital devrait tenir compte des divers cas de maladies avant de mettre ensemble les malades;0;0;1;0
les medecins comuniquent entre eux il ne se base pas que sur leur propre avis nhesitent pas a refaire les test si necessaire;1;0;0;0
compétence, accueil chaleureux, rassurance;0;1;0;0
La qualité du personnel medical;0;0;1;1
le delai pour obtenir des rendez vous;0;0;1;0
Les conseils du docteur;0;0;1;0
Écoute, grande disponibilité et professionalisme des infirmier(e)s des aides soignant(e)s;0;1;0;0
Le programme des examens (contenu et horaires) ne nous avait pas été communiqué à l'avance de manière précise <SEP> nous l'avons demandé sur place mais nous ne l'avons pas eu (et nous n'avons pas osé demander une 2ème fois, ne connaissant pas les pratiques de l'hôpital et n'ayant pas l'habitude d'être hospitalisé) <EQ>> 2 fois nous sommes arrivés en retard à un RV alors que nous aurions pu mieux anticiper les choses en étant informés.;0;0;1;0
Pas de perte de temps ni en salle d'attente ni en caisse;0;0;1;1
Le médecin était très aimable et compétent et sérieux dans ces diagnostiques,<LF>il m'a très bien conseillé sur mon problème de santé.<LF>;1;0;0;0
Peu de choses hormis la gentillesse du secrétariat, de la plupart des infirmières, des anesthésistes et du personnel du bloc.;0;0;1;0
une bonne écoute du médecin sur mon problème de santé ...<LF><LF>et un très bon diagnostic de la part du médecin pour guérir...;0;0;0;1
Salle d'attente pas très confortable;0;0;1;0
bon accueil et infos complètes de la part du médecin;0;0;1;0
Bonne prise en charge par le personnel administratif et médical.;1;0;0;0
Non prise en compte de mon régime végétarien;1;0;0;0
L'accueil, les informations données par le secrétariat en raison du retard du médecin (urgence), les informations claires données par le médecin et son empathie.<LF>J'ai aussi beaucoup apprécié d'être aidée par le secrétariat pour trouver un établissement pour passer un scanner.;1;0;0;0
l'attente pour la consultation,<LF>car le médecin était présent , mais a commencé ses consultations avec 45mn de retard;0;0;1;0
très bien reçu.;0;0;0;1
Personnel agréable et bon service médical;0;1;0;0
Pas d'information au préalable quand le médecin est absent et remplacé, pas d'information quant au temps d'attente en consultation;1;0;0;0
tout a ete positifdu 1er rdv au jusquau jour de loperation et du rdv de controle je suis fier de me faire soigner a paris au sein de votre etablissement<LF>je suis mr yalcin sefer;0;1;0;0
Passage en caisse attente longue et personnel désagréable;0;0;1;0
Rien, à  part le fait que ce n'est jamais agréable d'avoir à  consulter dans un hôpital.;0;1;0;0
maladie sous contrôle;0;0;1;0
confort de la salle d attente .calme propre;0;0;1;0
Gros cafouillage à l'IRM <LF>Repoussée de 4 heures....pourtant suivi chez vous depuis plus d'un an 1/2 avec toujours la même ordonnance........puis annulée pour panne.<LF>Cela ne devait pas être mon jour !!!;0;0;1;0
Bruit , travaux, portes qui claquent, impossible de dormir et de recuperer. Accouchement ne s'est pas deroule comme je l'aurais souhaité;0;0;1;0
le medecin etait tres maleleve, j'etait la premiere et elle s'est presente en retard, mais surtout par rapport à mon probleme elle m'a dit que etait psicologique ...j'ai consulte mon med generaliste qui m'a dit que la personne que m'a dit ceci n'etait pas du tout professionelle et m'a donne des examens , prise de sang etc . je ne reviendrais jamais plus dans votre hopital et si je decouvre que j'ai un probleme serieux soyez sur que je vais me reourner contre la stomatologue incompetente qui m'a 'visite' (pour ainsi dire) et contre l'hopital.;1;0;0;0
Chauffage dans les chambres seulement la moitié du temps (prévoir couvertures supplémentaires et douches chaudes quand il n'y a pas de chauffage).;0;0;0;1
Le personnel aux caisses n'est pas toujours accueillant (mais pas tous). Difficile quand on réside assez loin de trouver une solution adéquate pour se loger et être proche du malade plus facilement.;0;0;1;0
DES INFORMATIONS PRECISES SUR LA MALADIE;0;0;1;1
LE contact et la disponibilités du personnel soignants..;0;0;1;1
